Source_1,Target_1,Weight,Source,Target
1010,190,19,State Automobile Mutual Ins.       ,PMA Group                          
120,2651,1,Frankenmuth Mutual Insurance Co.   ,Endurance American Specialty Ins Co
1157,341,250,Tower Insurance Company of NY      ,American Home Assurance Co.        
370,341,15,Rockford Mutual Insurance Company  ,American Home Assurance Co.        
416,54,51,Fremont Insurance Company          ,Selective Insurance Group          
134,2402,6,Federated Insurance Group          ,American Resources Insurance Co Inc
1434,1042,1,SPARTA Insurance                   ,Union Mutual Insurance Co.         
363,178,16,MMG Insurance Company              ,Andover Insurance Company          
27,310,57,Allied Insurance                   ,Sequoia Insurance Company          
1469,1072,65,"Munich Reinsurance America, Inc    ",AXIS Insurance Company             
174,66,42,E&S / Specialty                    ,Central Mutual Insurance Co.       
360,13,14,Magna Carta Companies              ,Erie Insurance Group               
116,169,60,Pekin Insurance Company            ,Capitol Indemnity Corporation      
96,317,11,Nationwide Insurance Co            ,Regis Insurance Company            
54,2110,9,Selective Insurance Group          ,Munich Re - Surplus                
207,118,103,First Nonprofit Insurance Co.      ,West Bend Mutual Insurance Company 
487,134,4,Mapfre USA                         ,Federated Insurance Group          
402,111,28,Utica First Insurance Company      ,Donegal Mutual Insurance Company   
339,1129,38,RLI Insurance Company              ,OneBeacon                          
53,145,106,Harleysville Insurance Company     ,Lexington Risk Specialists         
1157,82,9,Tower Insurance Company of NY      ,GuideOne Insurance                 
368,51,11,Jewelers Mutual Insurance Co       ,Penn National Insurance Company    
350,406,20,Unigard Insurance Company          ,Mitsui Sumitomo Ins Co of America  
134,487,4,Federated Insurance Group          ,Mapfre USA                         
384,2190,12,Grinnell Mutual Reinsurance Co     ,AmTrust Group                      
1434,118,14,SPARTA Insurance                   ,West Bend Mutual Insurance Company 
1184,360,11,Argonaut Group                     ,Magna Carta Companies              
197,1302,1,Church Insurance Company           ,General Star National Insurance Co 
378,1157,2,Hingham Mutual Fire Insurance Co   ,Tower Insurance Company of NY      
1395,402,9,Catlin Specialty Insurance Company ,Utica First Insurance Company      
402,282,10,Utica First Insurance Company      ,Farm Family Insurance Companies    
54,363,61,Selective Insurance Group          ,MMG Insurance Company              
4,82,82,FFIC - Fireman`s Fund Insurance Co ,GuideOne Insurance                 
1072,396,76,AXIS Insurance Company             ,"The Hanover Insurance Group, Inc.  "
141,114,2,New Hampshire Insurance Company    ,Merchants Insurance Group          
1434,360,8,SPARTA Insurance                   ,Magna Carta Companies              
1372,3499,66,Guard Insurance Group              ,Hamilton Specialty Insurance Co.   
1185,282,8,General Casualty WI (and/or Regent),Farm Family Insurance Companies    
306,145,71,Farmland-Nationwide Agribusiness   ,Lexington Risk Specialists         
1010,1423,5,State Automobile Mutual Ins.       ,"XL Insurance America, Inc.         "
178,381,37,Andover Insurance Company          ,Arbella Protection Ins Co          
402,382,21,Utica First Insurance Company      ,Hudson Insurance Company           
282,96,21,Farm Family Insurance Companies    ,Nationwide Insurance Co            
360,1010,40,Magna Carta Companies              ,State Automobile Mutual Ins.       
1469,1372,16,"Munich Reinsurance America, Inc    ",Guard Insurance Group              
384,90,9,Grinnell Mutual Reinsurance Co     ,Allstate Insurance Company         
2695,118,15,Berkshire Hathaway Specialty Ins Co,West Bend Mutual Insurance Company 
1100,312,22,Austin Mutual Insurance Group      ,Acuity                             
1345,402,68,Kingstone Insurance Company EBHO   ,Utica First Insurance Company      
1196,399,7,American Hallmark Insurance Co     ,Western National Insurance Group   
293,51,8,ALFA Alliance Insurance Corporation,Penn National Insurance Company    
36,341,36,Employers Mutual Casualty          ,American Home Assurance Co.        
66,169,38,Central Mutual Insurance Co.       ,Capitol Indemnity Corporation      
2242,1185,4,Western World Insurance Group      ,General Casualty WI (and/or Regent)
2294,1073,11,Conifer Insurance Company          ,Grange Mutual Casualty Company     
77,1143,9,State Farm Fire & Casualty Co.     ,ANPAC Louisiana Insurance Company  
1184,118,21,Argonaut Group                     ,West Bend Mutual Insurance Company 
63,299,6,Westfield Companies                ,Mercer Insurance Group             
1117,1010,2,Trident Insurance Services         ,State Automobile Mutual Ins.       
312,2402,4,Acuity                             ,American Resources Insurance Co Inc
350,1326,19,Unigard Insurance Company          ,Contractors Bonding and Ins Company
96,2242,53,Nationwide Insurance Co            ,Western World Insurance Group      
396,3613,2,"The Hanover Insurance Group, Inc.  ",Zurich                             
134,462,31,Federated Insurance Group          ,IMT Insurance Company              
63,399,47,Westfield Companies                ,Western National Insurance Group   
361,140,5,Colorado Farm Bureau Mutual Ins. Co,"Secura, A Mutual Co.               "
174,427,16,E&S / Specialty                    ,Oregon Mutual Insurance Co         
54,1129,122,Selective Insurance Group          ,OneBeacon                          
116,111,74,Pekin Insurance Company            ,Donegal Mutual Insurance Company   
326,2058,1,Praetorian Insurance Company       ,"Canopius US Insurance, Inc (Omega) "
66,382,3,Central Mutual Insurance Co.       ,Hudson Insurance Company           
382,96,13,Hudson Insurance Company           ,Nationwide Insurance Co            
313,178,12,Patrons Mutual Insurance Co of CT  ,Andover Insurance Company          
82,1033,4,GuideOne Insurance                 ,Florida Municipal Insurance Trust  
36,3384,1,Employers Mutual Casualty          ,Lloyd`s Advent Syndicate 780       
2114,2083,31,Munich SID Alt Market Risks - AAIC ,Schools Insurance Assoc of WA -SIAW
178,331,54,Andover Insurance Company          ,Preferred Mutual Insurance Company 
399,368,1,Western National Insurance Group   ,Jewelers Mutual Insurance Co       
2110,1302,36,Munich Re - Surplus                ,General Star National Insurance Co 
1010,1098,2,State Automobile Mutual Ins.       ,Stonington Insurance Company       
121,2242,2,North Pointe Insurance Company     ,Western World Insurance Group      
1071,140,1,Praetorian Insurance Company - NY  ,"Secura, A Mutual Co.               "
96,1345,14,Nationwide Insurance Co            ,Kingstone Insurance Company EBHO   
1117,1396,2,Trident Insurance Services         ,Michigan County Rd Commission Pool 
146,399,9,Commonwealth Insurance Company     ,Western National Insurance Group   
399,120,9,Western National Insurance Group   ,Frankenmuth Mutual Insurance Co.   
317,402,48,Regis Insurance Company            ,Utica First Insurance Company      
54,197,16,Selective Insurance Group          ,Church Insurance Company           
2190,1072,9,AmTrust Group                      ,AXIS Insurance Company             
1395,66,6,Catlin Specialty Insurance Company ,Central Mutual Insurance Co.       
1051,145,16,FCCI Insurance Company             ,Lexington Risk Specialists         
66,144,3,Central Mutual Insurance Co.       ,Peninsula Insurance Company        
3615,1072,3,Zurich Direct                      ,AXIS Insurance Company             
1010,324,15,State Automobile Mutual Ins.       ,Western Heritage Insurance Company 
1302,331,3,General Star National Insurance Co ,Preferred Mutual Insurance Company 
1302,1026,1,General Star National Insurance Co ,American National P&C Ins Group    
4,2309,2,FFIC - Fireman`s Fund Insurance Co ,Affordable Housing Risk Pool       
1326,145,11,Contractors Bonding and Ins Company,Lexington Risk Specialists         
2402,134,3,American Resources Insurance Co Inc,Federated Insurance Group          
2230,36,23,ProSight Specialty Insurance       ,Employers Mutual Casualty          
1218,27,43,Colony Insurance Company           ,Allied Insurance                   
427,169,30,Oregon Mutual Insurance Co         ,Capitol Indemnity Corporation      
324,318,1,Western Heritage Insurance Company ,Safety Insurance Company           
26,1185,64,Great American Insurance Company   ,General Casualty WI (and/or Regent)
326,114,2,Praetorian Insurance Company       ,Merchants Insurance Group          
462,134,17,IMT Insurance Company              ,Federated Insurance Group          
402,169,48,Utica First Insurance Company      ,Capitol Indemnity Corporation      
13,399,9,Erie Insurance Group               ,Western National Insurance Group   
1129,2406,9,OneBeacon                          ,Brit US                            
427,2262,7,Oregon Mutual Insurance Co         ,Springfield Insurance Company      
1073,1374,2,Grange Mutual Casualty Company     ,American European Insurance Company
174,116,8,E&S / Specialty                    ,Pekin Insurance Company            
1302,53,7,General Star National Insurance Co ,Harleysville Insurance Company     
13,190,10,Erie Insurance Group               ,PMA Group                          
1010,3373,2,State Automobile Mutual Ins.       ,Lloyd`s Axis Syndicate 2007        
312,1100,5,Acuity                             ,Austin Mutual Insurance Group      
1395,116,3,Catlin Specialty Insurance Company ,Pekin Insurance Company            
2459,54,9,QBE Insurance Corporation          ,Selective Insurance Group          
1372,2049,6,Guard Insurance Group              ,Farmers Fire Insurance Company     
26,1110,17,Great American Insurance Company   ,Alaska National Insurance Company  
13,324,15,Erie Insurance Group               ,Western Heritage Insurance Company 
54,1279,7,Selective Insurance Group          ,White Pine (formerly Mid Continent)
1218,1184,2,Colony Insurance Company           ,Argonaut Group                     
1129,1302,4,OneBeacon                          ,General Star National Insurance Co 
1374,51,19,American European Insurance Company,Penn National Insurance Company    
1129,178,12,OneBeacon                          ,Andover Insurance Company          
2242,427,11,Western World Insurance Group      ,Oregon Mutual Insurance Co         
363,1302,9,MMG Insurance Company              ,General Star National Insurance Co 
226,104,17,Ohio Mutual Insurance Group        ,Vermont Mutual Insurance Co        
1266,54,9,United Farm Family - EB HO & HSP   ,Selective Insurance Group          
326,150,4,Praetorian Insurance Company       ,Motorists Insurance Companies      
299,1374,11,Mercer Insurance Group             ,American European Insurance Company
2242,402,13,Western World Insurance Group      ,Utica First Insurance Company      
462,312,21,IMT Insurance Company              ,Acuity                             
1345,1185,9,Kingstone Insurance Company EBHO   ,General Casualty WI (and/or Regent)
26,1035,1,Great American Insurance Company   ,MASB - SEG Property Casualty Pool  
